Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.01.27_14.00.18,-8.502026,51.892657,0,A,2,LTE,-106,-14,1.0,6,-,2728,50,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.19,-8.502026,51.892657,0,A,2,LTE,-106,-14,1.0,6,-,2505,44,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.20,-8.502026,51.892657,0,A,2,LTE,-106,-14,1.0,6,-,3690,63,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.21,-8.502026,51.892657,0,A,2,LTE,-106,-14,1.0,6,-,4194,74,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.22,-8.502026,51.892657,0,A,2,LTE,-105,-14,0.0,6,-,3757,65,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.23,-8.502026,51.892657,0,A,2,LTE,-105,-14,0.0,6,-,3444,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.24,-8.502026,51.892657,0,A,2,LTE,-106,-14,0.0,6,-,3422,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.26,-8.502026,51.892657,0,A,2,LTE,-106,-14,0.0,6,-,2091,39,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.27,-8.502026,51.892657,0,A,2,LTE,-107,-14,-1.0,6,-,2751,48,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.28,-8.502026,51.892657,0,A,2,LTE,-107,-14,-1.0,6,-,1789,32,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.29,-8.502026,51.892657,0,A,2,LTE,-107,-14,-2.0,6,-,1755,33,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.30,-8.502026,51.892657,0,A,2,LTE,-107,-14,-2.0,6,-,1509,25,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.31,-8.502026,51.892657,0,A,2,LTE,-107,-14,-2.0,6,-,1867,37,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.32,-8.502026,51.892657,0,A,2,LTE,-107,-14,-2.0,6,-,1644,32,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.33,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,2751,49,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.34,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,4607,77,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.36,-8.502026,51.892657,0,A,2,LTE,-107,-14,-3.0,6,-,3344,59,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.37,-8.502026,51.892657,0,A,2,LTE,-107,-14,-3.0,6,-,2674,47,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.38,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2561,45,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.39,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2236,41,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.40,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3522,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.41,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3332,58,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.42,-8.502026,51.892657,0,A,2,LTE,-106,-13,-1.0,6,-,3757,64,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.43,-8.502026,51.892657,0,A,2,LTE,-106,-13,-1.0,6,-,5155,89,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.44,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2404,44,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.46,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3612,64,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.47,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5211,90,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.48,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4328,75,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.49,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,2136,39,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.50,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,5357,91,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.51,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5245,94,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.52,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3153,53,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.53,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3142,56,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.55,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5938,99,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.56,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,3545,60,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.57,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,3176,62,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.58,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,2270,39,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.00.59,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,2561,45,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.00,-8.502026,51.892657,0,A,2,LTE,-105,-14,0.0,6,-,3623,65,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.01,-8.502026,51.892657,0,A,2,LTE,-105,-14,0.0,6,-,2561,46,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.02,-8.502026,51.892657,0,A,2,LTE,-105,-14,0.0,6,-,3411,57,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.03,-8.502026,51.892657,0,A,2,LTE,-105,-14,0.0,6,-,3455,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.05,-8.502026,51.892657,0,A,2,LTE,-105,-14,0.0,6,-,3366,57,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.06,-8.502026,51.892657,0,A,2,LTE,-105,-14,0.0,6,-,3366,57,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.07,-8.502026,51.892657,0,A,2,LTE,-105,-14,-1.0,6,-,2930,49,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.08,-8.502026,51.892657,0,A,2,LTE,-105,-14,-1.0,6,-,3310,57,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.09,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,1666,29,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.10,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,3713,65,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.11,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2728,49,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.12,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,1778,36,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.13,-8.502026,51.892657,0,A,2,LTE,-105,-14,-1.0,6,-,2046,39,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.15,-8.502026,51.892657,0,A,2,LTE,-105,-14,-1.0,6,-,3713,64,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.16,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,3276,58,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.17,-8.502026,51.892657,0,A,2,LTE,-106,-14,-1.0,6,-,3265,59,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.18,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3120,57,D,-98.0,-20.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.19,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2158,36,D,-98.0,-20.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.20,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4093,69,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.21,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3344,59,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.22,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,6061,105,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.23,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,2169,39,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.25,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5502,96,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.26,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,2415,44,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.27,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3556,59,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.28,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3556,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.29,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3880,62,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.30,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5334,90,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.31,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3735,63,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.32,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,2371,39,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.33,-8.502026,51.892657,0,A,2,LTE,-105,-14,-2.0,6,-,3265,57,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.35,-8.502026,51.892657,0,A,2,LTE,-105,-14,-2.0,6,-,4160,72,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.36,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3243,55,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.37,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3669,62,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.38,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3455,60,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.39,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4395,68,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.40,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,5972,100,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.41,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,6665,112,D,-,-,-8.502261,51.89038,253.69999999999999
