Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2020.02.27_18.39.39,-8.394656,51.886262,0,B,11,5G,-99,-9,3.0,11,-103,2044,42,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-9.0
2020.02.27_18.39.40,-8.394656,51.886262,0,B,11,5G,-99,-9,3.0,11,-103,213414,415,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-9.0
2020.02.27_18.39.41,-8.394656,51.886262,0,B,11,5G,-105,-10,7.0,10,-101,229175,240,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-13.0
2020.02.27_18.39.42,-8.394656,51.886262,0,B,11,5G,-105,-10,7.0,10,-105,244111,212,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-13.0
2020.02.27_18.39.43,-8.394656,51.886262,0,B,11,5G,-100,-11,9.0,11,-105,231592,219,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.39.44,-8.394656,51.886262,0,B,11,5G,-100,-11,9.0,11,-103,244656,228,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.39.45,-8.394656,51.886262,0,B,11,5G,-99,-11,8.0,15,-103,196120,209,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-12.0
2020.02.27_18.39.47,-8.394656,51.886262,0,B,11,5G,-99,-11,8.0,15,-103,206893,216,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-12.0
2020.02.27_18.39.48,-8.394656,51.886262,0,B,11,5G,-100,-12,5.0,15,-103,211201,210,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-13.0
2020.02.27_18.39.49,-8.394656,51.886262,0,B,11,5G,-100,-12,5.0,15,-103,173292,227,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-13.0
2020.02.27_18.39.51,-8.394656,51.886262,0,B,11,5G,-99,-11,0.0,12,-103,40859,51,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.39.52,-8.394656,51.886262,0,B,11,5G,-99,-11,0.0,12,-103,40859,51,D,71.0,65.0,80.0,6.0,0.0,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.39.52,-8.394656,51.886262,0,B,11,5G,-99,-13,-8.0,6,-103,2249,20,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-8.0
2020.02.27_18.39.54,-8.394656,51.886262,0,B,11,5G,-99,-13,-8.0,6,-103,19368,181,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-8.0
2020.02.27_18.39.55,-8.394656,51.886262,0,B,11,5G,-100,-13,-7.0,15,-103,17883,64,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.02.27_18.39.56,-8.394656,51.886262,0,B,11,5G,-100,-13,-7.0,15,-103,19642,63,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.02.27_18.39.57,-8.394656,51.886262,0,B,11,5G,-98,-10,9.0,15,-103,20543,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-14.0
2020.02.27_18.39.58,-8.394656,51.886262,0,B,11,5G,-98,-10,9.0,15,-103,20164,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-14.0
2020.02.27_18.39.59,-8.394656,51.886262,0,B,11,5G,-99,-10,-2.0,13,-103,20268,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-16.0
2020.02.27_18.40.01,-8.394656,51.886262,0,B,11,5G,-99,-10,-2.0,13,-103,20482,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-16.0
2020.02.27_18.40.02,-8.394656,51.886262,0,B,11,5G,-98,-9,10.0,15,-103,19675,60,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-9.0
2020.02.27_18.40.03,-8.394656,51.886262,0,B,11,5G,-98,-9,10.0,15,-103,20692,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-9.0
2020.02.27_18.40.04,-8.394656,51.886262,0,B,11,5G,-99,-16,5.0,15,-103,19412,61,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-17.0
2020.02.27_18.40.05,-8.394656,51.886262,0,B,11,5G,-99,-16,5.0,15,-103,0,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-17.0
2020.02.27_18.40.06,-8.394656,51.886262,0,B,11,5G,-99,-16,5.0,15,-103,0,0,D,67.0,65.0,69.0,2.0,0.0,B,A4DF,9CBA,10805003,-100.0,-17.0
2020.02.27_18.40.07,-8.394656,51.886262,0,B,11,5G,-99,-11,5.0,11,-103,8385,128,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-10.0
2020.02.27_18.40.08,-8.394656,51.886262,0,B,11,5G,-99,-11,5.0,11,-103,22074,86,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-10.0
2020.02.27_18.40.09,-8.394656,51.886262,0,B,11,5G,-99,-12,9.0,15,-103,21263,78,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-9.0
2020.02.27_18.40.10,-8.394656,51.886262,0,B,11,5G,-99,-12,9.0,15,-103,71507,180,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-9.0
2020.02.27_18.40.11,-8.394656,51.886262,0,B,11,5G,-99,-10,10.0,15,-103,223428,258,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-12.0
2020.02.27_18.40.12,-8.394656,51.886262,0,B,11,5G,-99,-10,10.0,15,-103,230750,368,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-12.0
2020.02.27_18.40.14,-8.394656,51.886262,0,B,11,5G,-99,-10,8.0,14,-103,198048,227,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-12.0
2020.02.27_18.40.15,-8.394656,51.886262,0,B,11,5G,-99,-10,8.0,14,-101,214618,203,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-12.0
2020.02.27_18.40.16,-8.394656,51.886262,0,B,11,5G,-99,-13,2.0,12,-101,216265,222,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-11.0
2020.02.27_18.40.17,-8.394656,51.886262,0,B,11,5G,-99,-13,2.0,12,-101,183859,228,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-11.0
2020.02.27_18.40.18,-8.394656,51.886262,0,B,11,5G,-99,-12,8.0,15,-101,177876,244,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-10.0
2020.02.27_18.40.19,-8.394656,51.886262,0,B,11,5G,-99,-12,8.0,15,-101,6441,19,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-10.0
2020.02.27_18.40.20,-8.394656,51.886262,0,B,11,5G,-99,-12,8.0,15,-101,6441,19,D,68.0,65.0,74.0,3.0,0.0,B,A4DF,9CBA,10805003,-101.0,-10.0
2020.02.27_18.40.21,-8.394656,51.886262,0,B,11,5G,-99,-11,7.0,10,-101,6588,122,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-8.0
2020.02.27_18.40.22,-8.394656,51.886262,0,B,11,5G,-99,-11,7.0,10,-105,87597,238,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-8.0
2020.02.27_18.40.23,-8.394656,51.886262,0,B,11,5G,-99,-11,6.0,10,-103,112865,174,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-11.0
2020.02.27_18.40.24,-8.394656,51.886262,0,B,11,5G,-99,-11,6.0,10,-103,181357,402,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-11.0
2020.02.27_18.40.25,-8.394656,51.886262,0,B,11,5G,-99,-14,-4.0,12,-105,180634,231,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.40.26,-8.394656,51.886262,0,B,11,5G,-99,-14,-4.0,12,-105,213529,259,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.40.27,-8.394656,51.886262,0,B,11,5G,-101,-12,5.0,12,-105,187550,241,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-12.0
2020.02.27_18.40.29,-8.394656,51.886262,0,B,11,5G,-101,-12,5.0,12,-103,181667,252,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-12.0
2020.02.27_18.40.30,-8.394656,51.886262,0,B,11,5G,-102,-12,3.0,12,-103,199848,254,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.02.27_18.40.31,-8.394656,51.886262,0,B,11,5G,-102,-12,3.0,12,-103,180750,194,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.02.27_18.40.32,-8.394656,51.886262,0,B,11,5G,-100,-12,9.0,10,-103,202878,262,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.40.33,-8.394656,51.886262,0,B,11,5G,-100,-12,9.0,10,-103,0,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.40.34,-8.394656,51.886262,0,B,11,5G,-100,-12,9.0,10,-103,0,0,D,66.0,65.0,66.0,0.0,0.0,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.40.34,-8.394656,51.886262,0,B,11,5G,-101,-12,3.0,8,-103,11964,164,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-8.0
2020.02.27_18.40.36,-8.394656,51.886262,0,B,11,5G,-101,-12,3.0,8,-103,166428,229,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-8.0
2020.02.27_18.40.37,-8.394656,51.886262,0,B,11,5G,-100,-16,0.0,13,-103,213250,338,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.40.38,-8.394656,51.886262,0,B,11,5G,-100,-16,0.0,13,-103,221179,220,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.40.39,-8.394656,51.886262,0,B,11,5G,-101,-15,5.0,11,-103,207334,191,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.40.40,-8.394656,51.886262,0,B,11,5G,-101,-15,5.0,11,-103,207083,235,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.40.41,-8.394656,51.886262,0,B,11,5G,-102,-12,8.0,10,-105,185199,243,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-10.0
2020.02.27_18.40.42,-8.394656,51.886262,0,B,11,5G,-102,-12,8.0,10,-101,167221,227,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-10.0
2020.02.27_18.40.43,-8.394656,51.886262,0,B,11,5G,-102,-12,3.0,12,-101,188243,259,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-12.0
2020.02.27_18.40.44,-8.394656,51.886262,0,B,11,5G,-102,-12,3.0,12,-101,153032,214,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-12.0
2020.02.27_18.40.47,-8.394656,51.886262,0,B,11,5G,-100,-14,0.0,12,-101,84790,15,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-11.0
2020.02.27_18.40.47,-8.394656,51.886262,0,B,11,5G,-100,-14,0.0,12,-101,84790,15,D,67.0,65.0,68.0,1.0,0.0,B,A4DF,9CBA,10805003,-102.0,-11.0
2020.02.27_18.40.48,-8.394656,51.886262,0,B,11,5G,-99,-13,6.0,8,-101,37459,105,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-8.0
2020.02.27_18.40.49,-8.394656,51.886262,0,B,11,5G,-99,-13,6.0,8,-101,184151,467,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-8.0
2020.02.27_18.40.50,-8.394656,51.886262,0,B,11,5G,-100,-11,7.0,15,-101,163699,210,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-12.0
2020.02.27_18.40.51,-8.394656,51.886262,0,B,11,5G,-100,-11,7.0,15,-101,171585,230,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-12.0
2020.02.27_18.40.52,-8.394656,51.886262,0,B,11,5G,-101,-14,-2.0,9,-101,164666,171,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-10.0
2020.02.27_18.40.54,-8.394656,51.886262,0,B,11,5G,-101,-14,-2.0,9,-103,180672,205,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-10.0
2020.02.27_18.40.55,-8.394656,51.886262,0,B,11,5G,-100,-10,1.0,8,-103,180486,220,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.02.27_18.40.56,-8.394656,51.886262,0,B,11,5G,-100,-10,1.0,8,-103,182268,245,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.02.27_18.40.57,-8.394656,51.886262,0,B,11,5G,-99,-12,3.0,8,-101,186451,239,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-12.0
2020.02.27_18.40.58,-8.394656,51.886262,0,B,11,5G,-99,-12,3.0,8,-101,162844,272,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-12.0
2020.02.27_18.40.59,-8.394656,51.886262,0,B,11,5G,-100,-10,9.0,15,-101,156244,236,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-9.0
2020.02.27_18.41.00,-8.394656,51.886262,0,B,11,5G,-100,-10,9.0,15,-101,53491,85,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-9.0
2020.02.27_18.41.01,-8.394656,51.886262,0,B,11,5G,-100,-10,9.0,15,-101,53491,85,D,68.0,67.0,69.0,1.0,0.0,B,A4DF,9CBA,10805003,-101.0,-9.0
2020.02.27_18.41.02,-8.394656,51.886262,0,B,11,5G,-100,-14,-2.0,10,-101,749,18,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-7.0
2020.02.27_18.41.03,-8.394656,51.886262,0,B,11,5G,-100,-14,-2.0,10,-103,231698,288,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-7.0
2020.02.27_18.41.04,-8.394656,51.886262,0,B,11,5G,-100,-16,5.0,10,-107,323677,354,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-19.0
2020.02.27_18.41.05,-8.394656,51.886262,0,B,11,5G,-100,-16,5.0,10,-107,203912,237,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-19.0
2020.02.27_18.41.06,-8.394656,51.886262,0,B,11,5G,-101,-12,7.0,10,-107,200665,208,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-11.0
2020.02.27_18.41.07,-8.394656,51.886262,0,B,11,5G,-101,-12,7.0,10,-107,214358,235,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-11.0
2020.02.27_18.41.08,-8.394656,51.886262,0,B,11,5G,-101,-11,4.0,9,-107,164519,204,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-15.0
2020.02.27_18.41.09,-8.394656,51.886262,0,B,11,5G,-101,-11,4.0,9,-107,170852,271,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-15.0
2020.02.27_18.41.11,-8.394656,51.886262,0,B,11,5G,-100,-12,9.0,9,-107,179868,245,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.41.12,-8.394656,51.886262,0,B,11,5G,-100,-12,9.0,9,-107,184993,260,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.41.14,-8.394656,51.886262,0,B,11,5G,-101,-12,5.0,10,-107,73197,95,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-16.0
2020.02.27_18.41.15,-8.394656,51.886262,0,B,11,5G,-100,-11,9.0,9,-107,2,2,D,67.0,65.0,72.0,3.0,0.0,B,A4DF,9CBA,10805003,-105.0,-16.0
2020.02.27_18.41.15,-8.394656,51.886262,0,B,11,5G,-100,-11,9.0,9,-107,2,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-13.0
2020.02.27_18.41.16,-8.394656,51.886262,0,B,11,5G,-100,-11,9.0,9,-107,211746,479,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-13.0
2020.02.27_18.41.17,-8.394656,51.886262,0,B,11,5G,-99,-12,-3.0,11,-107,271341,204,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.41.19,-8.394656,51.886262,0,B,11,5G,-99,-12,-3.0,11,-107,259660,232,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.41.20,-8.394656,51.886262,0,B,11,5G,-98,-10,4.0,10,-107,229217,206,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-13.0
2020.02.27_18.41.21,-8.394656,51.886262,0,B,11,5G,-98,-10,4.0,10,-107,206103,242,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-13.0
2020.02.27_18.41.22,-8.394656,51.886262,0,B,11,5G,-99,-13,1.0,11,-107,149670,220,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.41.23,-8.394656,51.886262,0,B,11,5G,-99,-13,1.0,11,-107,132912,220,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.41.24,-8.394656,51.886262,0,B,11,5G,-99,-10,5.0,8,-107,137682,227,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-16.0
2020.02.27_18.41.26,-8.394656,51.886262,0,B,11,5G,-99,-10,5.0,8,-107,144236,241,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-16.0
2020.02.27_18.41.28,-8.394656,51.886262,0,B,11,5G,-99,-10,3.0,10,-105,86592,141,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-14.0
2020.02.27_18.41.29,-8.394656,51.886262,0,B,11,5G,-99,-10,3.0,10,-105,2,2,D,67.0,65.0,68.0,1.0,0.0,B,A4DF,9CBA,10805003,-104.0,-14.0
2020.02.27_18.41.29,-8.394656,51.886262,0,B,11,5G,-99,-12,-1.0,8,-105,2,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-14.0
2020.02.27_18.41.30,-8.394656,51.886262,0,B,11,5G,-99,-12,-1.0,8,-105,150560,391,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-14.0
2020.02.27_18.41.31,-8.394656,51.886262,0,B,11,5G,-98,-10,9.0,10,-105,218151,298,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-14.0
2020.02.27_18.41.32,-8.394656,51.886262,0,B,11,5G,-98,-10,9.0,10,-105,193360,263,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-14.0
2020.02.27_18.41.34,-8.394656,51.886262,0,B,11,5G,-100,-14,4.0,10,-105,196460,247,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.41.35,-8.394656,51.886262,0,B,11,5G,-100,-14,4.0,10,-105,203252,215,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.41.36,-8.394656,51.886262,0,B,11,5G,-100,-14,6.0,10,-105,208170,217,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-13.0
2020.02.27_18.41.37,-8.394656,51.886262,0,B,11,5G,-100,-14,6.0,10,-105,206123,208,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-13.0
2020.02.27_18.41.38,-8.394656,51.886262,0,B,11,5G,-101,-10,7.0,10,-107,207792,211,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-13.0
2020.02.27_18.41.39,-8.394656,51.886262,0,B,11,5G,-101,-10,7.0,10,-107,196658,237,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-13.0
2020.02.27_18.41.40,-8.394656,51.886262,0,B,11,5G,-99,-13,6.0,10,-105,171162,217,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-15.0
2020.02.27_18.41.42,-8.394656,51.886262,0,B,11,5G,-99,-13,6.0,10,-107,121617,158,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-15.0
2020.02.27_18.41.43,-8.394656,51.886262,0,B,11,5G,-99,-11,10.0,10,-107,2,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-13.0
2020.02.27_18.41.43,-8.394656,51.886262,0,B,11,5G,-99,-11,10.0,10,-107,2,1,D,66.0,65.0,69.0,2.0,0.0,B,A4DF,9CBA,10805003,-104.0,-13.0
2020.02.27_18.41.44,-8.394656,51.886262,0,B,11,5G,-99,-11,10.0,10,-107,15488,199,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-13.0
2020.02.27_18.41.45,-8.394656,51.886262,0,B,11,5G,-99,-13,4.0,9,-107,67823,165,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-15.0
2020.02.27_18.41.46,-8.394656,51.886262,0,B,11,5G,-99,-13,4.0,9,-107,138844,226,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-15.0
2020.02.27_18.41.47,-8.394656,51.886262,0,B,11,5G,-98,-11,8.0,10,-107,131747,212,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.41.49,-8.394656,51.886262,0,B,11,5G,-98,-11,8.0,10,-107,142403,222,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.41.50,-8.394656,51.886262,0,B,11,5G,-99,-14,4.0,11,-107,142254,211,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-16.0
2020.02.27_18.41.51,-8.394656,51.886262,0,B,11,5G,-99,-14,4.0,11,-107,134707,198,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-16.0
2020.02.27_18.41.52,-8.394656,51.886262,0,B,11,5G,-99,-11,-3.0,11,-107,139125,215,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.41.53,-8.394656,51.886262,0,B,11,5G,-99,-11,-3.0,11,-107,121928,188,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.41.54,-8.394656,51.886262,0,B,11,5G,-99,-13,1.0,9,-107,132869,195,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.41.56,-8.394656,51.886262,0,B,11,5G,-99,-13,1.0,9,-107,83952,121,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.41.57,-8.394656,51.886262,0,B,11,5G,-99,-13,1.0,9,-105,2,2,D,67.0,65.0,68.0,1.0,0.0,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.41.57,-8.394656,51.886262,0,B,11,5G,-99,-14,-1.0,8,-105,2,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.41.58,-8.394656,51.886262,0,B,11,5G,-99,-14,-1.0,8,-105,17020,204,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.41.59,-8.394656,51.886262,0,B,11,5G,-99,-13,5.0,11,-107,19376,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-15.0
2020.02.27_18.42.00,-8.394656,51.886262,0,B,11,5G,-99,-13,5.0,11,-107,19811,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-15.0
2020.02.27_18.42.01,-8.394656,51.886262,0,B,11,5G,-98,-12,4.0,9,-107,21011,75,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-14.0
2020.02.27_18.42.03,-8.394656,51.886262,0,B,11,5G,-98,-12,4.0,9,-107,72234,208,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-14.0
2020.02.27_18.42.04,-8.394656,51.886262,0,B,11,5G,-99,-11,3.0,12,-105,75639,177,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.42.05,-8.394656,51.886262,0,B,11,5G,-99,-11,3.0,12,-105,147009,301,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.42.06,-8.394656,51.886262,0,B,11,5G,-99,-17,2.0,11,-105,174137,254,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-20.0
2020.02.27_18.42.07,-8.394656,51.886262,0,B,11,5G,-99,-17,2.0,11,-105,180464,193,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-20.0
2020.02.27_18.42.08,-8.394656,51.886262,0,B,11,5G,-99,-15,-5.0,6,-105,167993,278,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-10.0
